taxon_name,genome_size,plant_height,plant_tolerance_soil_salinity,resprouting_capacity_proportion_individuals,reproductive_maturity,seed_viability,fire_time_from_fire_to_peak_flowering,fire_time_from_fire_to_50_percent_flowering,seed_germination_time,fire_time_from_fire_to_fruiting,seedbank_longevity,ploidy,bud_bank_location,clonal_spread_mechanism,dispersal_appendage,dispersal_syndrome,dispersers,flower_colour,flowering_time,fruiting_time,leaf_phenology,life_form,life_history,nitrogen_fixing,plant_growth_form,plant_photosynthetic_organ,pollination_syndrome,pollination_system,post_fire_recruitment,resprouting_capacity,root_structure,seedbank_location,seedbank_longevity_class,serotiny,sex_type,vegetative_reproduction_ability,woodiness_detailed,leaf_type,parasitic,plant_physical_defence_structures,plant_tolerance_inundation,plant_tolerance_salt,plant_tolerance_snow,plant_tolerance_water_logged_soils,seed_dormancy_class,stem_growth_habit,woodiness,plant_growth_substrate,plant_type_by_resource_use,resprouting_capacity_non_fire_disturbance,storage_organ,plant_succulence,plant_flood_regime_classification,flowering_cues,competitive_stratum,post_fire_flowering,recruitment_time,plant_tolerance_calcicole
Notelaea longifolia,,7.5,,,,,,,,,,,basal_buds (1); basal_stem_buds (1),,fleshy_reward (1),endozoochory (4),birds (2); flying_vertebrates (1); vertebrates (1),green (1); red_brown (1); white_cream (2); yellow_orange (1),nnnnnnnnynnn (1); nnnyyyynnnnn (1); nnnyyyyyyynn (2),nnnnnnynnnyn (1); nyyyynnnnnnn (1),evergreen (2),,perennial (2),non_nitrogen_fixer (1),shrub (1); tree (7),leaf (1),insect (1),,post_fire_recruitment_absent (1),resprouts (4),,,persistent (1),,hermaphrodite (2),not_vegetative (2),woody (2),,not_parasitic (1),absent (1),less_than_1_month (1),glycophyte (1),days (1),less_than_1_month (1),,dense (1),,,,,,,,,,,,
Nothoscordum borbonicum,,0.64,,,,,,,,,,,,,,,,green (1); red_brown (1); white_cream (1),nnnnnnnnnynn (2); nnnnnnnnnyyy (1); nnnnnnnnyyyy (1); nnnnynnnnnnn (1); yynnnnnnnnnn (1),yynnnnnnyyyy (1),,,perennial (5),,geophyte (1); herb (4),leaf (4),,,,resprouts (3),,,,,,vegetative (1),herbaceous (4); woody (1),broadleaf (1),,,,,,,,,,,,,bulb (6),,,,,,,
Ochna serrulata,,2.38,,,,,,,,,,,basal_buds (1),,,endozoochory (1),birds (1); vertebrates (1),green (1); yellow_orange (1),nnnnnnnnnnny (1); nnnnnnnnynnn (1); nnnnnnnynnnn (1); nnnnnnnyyyyn (1),nnnnnnnyyyyn (1),,,perennial (3),,shrub (6),leaf (2),,,,resprouts (3),,,,,,,woody (3),,,,,,,,,prostrate (1),,,,,,,,,,,,
Olea europaea,,8,,,,,,,,,,,,,,,,blue_purple (1); green (1); red_brown (1); white_cream (1); yellow_orange (1),nnnnnnnnyyyn (1),nnyyyyyynnnn (1),,,perennial (5),,tree (5),leaf (2),insect (1); wind (1),,,resprouts (1),,,,,,not_vegetative (1),woody (5),,,,,,,,,,,,,,,,,,,,,
Opercularia aspera,,1.2,,,,,,,,,,,none (1),,elaiosome (1),barochory (1); myrmecochory (4); zoochory (1),ants (2); invertebrates (1); passive (1),,nnnnnnnnyynn (1); nnnnnnnnyyyn (1); yynnnnnnyyyy (2),yyyyyyyyyyyy (1),,,perennial (3),non_nitrogen_fixer (1),herb (5); shrub (1); subshrub (3),leaf (2),insect (2),,post_fire_recruitment (1),fire_killed (2); partial_resprouting (1); resprouts (3),,soil_seedbank (1),persistent (2),,hermaphrodite (1),not_vegetative (2),herbaceous (2); woody (1),,not_parasitic (1),absent (1),less_than_1_month (1),glycophyte (1),days (1),less_than_1_month (1),,erect (2); prostrate (2),,,,resprouts_non_fire_disturbance (1),,,,,,,,
Opercularia hispida,,0.3,,,,,,,,,,,,,,myrmecochory (1); zoochory (1),invertebrates (1),,nnnnnnnnyyyn (1); yynnnnnnyyyy (2),,,,perennial (3),non_nitrogen_fixer (1),herb (5); subshrub (2),leaf (2),insect (1),,post_fire_recruitment (1),resprouts (1),,,long_persistent (1); persistent (1),,hermaphrodite (1),not_vegetative (1),herbaceous (3); woody (1),,not_parasitic (1),absent (1),not_applicable (1),glycophyte (1),days (1),not_applicable (1),,erect (2); prostrate (3),,,,resprouts_non_fire_disturbance (1),,,,,,,,
Oplismenus hirtellus,,1.02,,0.13,,,,,,,,,bud-bearing_root (2); stolon (1),,none (2),barochory (2); epizoochory (6); zoochory (2),birds (1); mammals (5),,nnnnnnnnnnnn (2); yyynnnnyyyyy (5); yyyyynnnnnny (2); yyyyyyyyyyyy (2),,,hemicryptophyte (2); therophyte (1),annual (4); perennial (9),non_nitrogen_fixer (5),graminoid (11); graminoid_not_tussock (5); herb (6); tussock (2),leaf (3),abiotic (5); wind (2),,post_fire_recruitment (1),fire_killed (11); partial_resprouting (15); resprouts (2),non_mycorrhizal (2),,long_persistent (1); transient (5),,hermaphrodite (2),not_vegetative (7); vegetative (2),herbaceous (5),,not_parasitic (5),absent (5),less_than_1_month (5),glycophyte (5),not_applicable (5),less_than_1_month (5),,prostrate (3); stoloniferous (2),,,,,,,,,,,,
Opuntia monacantha,,3.33,,,,,,,,,,,,,,,,yellow_orange (1),nnnnnnnnnnny (1),,,,perennial (5),,palmoid (1); shrub (4),cladode (4),,,,,,,,,,,woody (5),,,,,,,,,arborescent (2); erect (2),,,,,,,,,,,,
Opuntia schickendantzii,,1.5,,,,,,,,,,,,,,,,,,,,,perennial (2),,shrub (2),cladode (1),,,,,,,,,,,woody (2),,,,,,,,,erect (1),,,,,,,,,,,,
Oxalis exilis,,0.38,,,,,,,,,,,rhizome (1),non_clonal (1),,ballistic (4); barochory (1),,yellow_orange (2),nnnnyyyyyyyy (1); yyyyynnnnyyy (3); yyyyyyyyyyyy (1),yyyyynnnnyyy (1),evergreen (1),hemicryptophyte (1),perennial (6),non_nitrogen_fixer (2),herb (10),leaf (3),insect (2),biotic_unspecialised (1),post_fire_recruitment (1),partial_resprouting (1); resprouts (2),arbuscular_mycorrhizal (1),soil_seedbank (1),long_persistent (1); persistent (2),,hermaphrodite (2); monoecious (1),not_vegetative (1),herbaceous (5),,not_parasitic (1),absent (1),less_than_1_month (1),halophyte_moderate (1),days (1); weeks (1),less_than_1_month (1),,caespitose (1); creeping (2); decumbent (2); erect (1); open (1); prostrate (2),herbaceous (1),,,resprouts_non_fire_disturbance (1),,,,,,,,
Oxalis perennans,,0.22,,,,,,,,,,,rhizome (1),stolon (2),,anemochory (1); ballistic (2); barochory (2),,yellow_orange (1),nnnnynnnnnny (1); nnnnyyyyyyyy (1); nnnyyyyyyynn (1); yyyyyyyyyyyy (2),yyyyyyyyyyyy (1),evergreen (1),geophyte (2); hemicryptophyte (3),annual (1); perennial (10); short_lived_perennial (1),non_nitrogen_fixer (4),herb (13),leaf (5),insect (2),biotic_unspecialised (1),post_fire_recruitment (2); post_fire_recruitment_absent (1),fire_killed (1); resprouts (4),arbuscular_mycorrhizal (2),soil_seedbank (1),persistent (1); transient (1),,hermaphrodite (2); monoecious (1),not_vegetative (1); vegetative (2),herbaceous (7); woody_root (1),,not_parasitic (1),absent (1),less_than_1_month (1),halophyte_moderate (1),days (1),less_than_1_month (1),,creeping (2); decumbent (4); erect (4); prostrate (1); spreading (1),herbaceous (1),,,resprouts_non_fire_disturbance (1),rhizome (2),,terrestrial_damp (1),,,,,
Oxalis pes-caprae,,0.2,,,,,,,,,,,,,,barochory (1),,yellow_orange (1),nnnnnnnnnynn (1); nnnnyynnnnnn (1); nynnynnnnnyn (1),,,,perennial (6),,geophyte (1); herb (8),leaf (5),,,,resprouts (2),,,,,hermaphrodite (1),,herbaceous (7); woody (1),,,,,,,,,rhizomatous (1),,,,,bulb (7); rhizome (3); rhizome_fleshy (3),,,,,,,
Ozothamnus diosmifolius,,2.62,,,,,,,,,,,basal_stem_buds (1); bud-bearing_root (4); underground_buds (1),,,anemochory (6),passive (1); wind (5),pink (1); white_cream (1),nnnnnnnnnyyy (1); nnnnnnnyyyyn (4),,evergreen (1),,perennial (3),non_nitrogen_fixer (2),shrub (13),leaf (1),insect (3),,post_fire_recruitment_absent (3),fire_killed (3); partial_resprouting (1); resprouts (2),arbuscular_mycorrhizal (1),none (1); soil_seedbank (3),persistent (1); transient (2),,hermaphrodite (1),not_vegetative (2),woody (3),,not_parasitic (2),absent (2),less_than_1_month (2),glycophyte (2),days (2),less_than_1_month (2),physiological_dormancy (1),erect (2); open (1),,,,,,,,,,,,
Pandorea pandorana,,4.69,,,,,,,,7.2,,,basal_stem_buds (3); none (1),non_clonal (2),wing_or_plume (2); wings (2),anemochory (10),wind (8),blue_purple (1); white_cream (2),nnnnnnnnynnn (2); nnnnnnnyynnn (1); nnnnnyyyyyyy (2); nnnyyyynnnnn (1); ynnnnnnnyyyy (2); yyynnnnyyyyy (1); yyyyyynnnnnn (1),yynnnnnnnnny (1); yyynnnnnyyyy (1); yyynnnnyyyyy (1),evergreen (2),phanerophyte (2),perennial (8),non_nitrogen_fixer (3),climber (5); climber_herbaceous (7); climber_woody (11); shrub (3),leaf (5),insect (3); moth (2),biotic_unspecialised (1),post_fire_recruitment (1); post_fire_recruitment_absent (1),fire_killed (1); partial_resprouting (1); resprouts (4),mycorrhizal (1),soil_seedbank (1),persistent (3); transient (1),,hermaphrodite (1),not_vegetative (3),herbaceous (1); semi_woody (1); woody (7),,not_parasitic (2),absent (3),less_than_1_month (2),glycophyte (2),days (2),less_than_1_month (2),non_dormant (2),climbing (1); prostrate (1); sprawling (1),woody (2),,,,,,,,,fire_enhanced_flowering (1),,
Panicum effusum,,0.49,,1,,,,,,,,,basal_buds (1); bud-bearing_root (1); root_crown (1),belowground_clonal (1); rhizome (1),none (1),anemochory (6); barochory (2),wind (3),,yynnnnnnnnny (1); yynnnnnnyyyy (1); yyyyynnnnyyy (2); yyyyyyyyyyyy (1),,evergreen (1),hemicryptophyte (3),biennial (1); perennial (9),non_nitrogen_fixer (5),graminoid (10); graminoid_not_tussock (2); herb (4); tussock (4),leaf (3),abiotic (2); self (1); wind (2),abiotic (1),post_fire_recruitment_absent (1),partial_resprouting (15); resprouts (8),arbuscular_mycorrhizal (1); non_mycorrhizal (1),,persistent (2),,andromonoecious (1); hermaphrodite (1),not_vegetative (2); vegetative (1),herbaceous (6),,not_parasitic (2),absent (2),1-6_months (2); less_than_1_month (2),salinity_tolerance_undefined (2),days (2),1-6_months (2); less_than_1_month (2),,caespitose (1); rhizomatous (3); tufted (1),,,,resprouts_non_fire_disturbance (2),no_storage_organ (1); rhizome (3),,,,,,,
Panicum simile,,0.52,,,,,,,,,,,basal_buds (1),,none (1),anemochory (2); epizoochory (2),mammals (2); wind (1),blue_purple (1),yynnnnnnnnny (5),,,therophyte (1),perennial (3),non_nitrogen_fixer (2),graminoid (4); herb (3); tussock (4),leaf (2),abiotic (2); wind (1),,,resprouts (4),non_mycorrhizal (1),soil_seedbank (1),persistent (3),,andromonoecious (1); hermaphrodite (1),not_vegetative (3),herbaceous (3),,not_parasitic (2),absent (2),less_than_1_month (2),salinity_tolerance_undefined (2),not_applicable (2),1-6_months (2); less_than_1_month (2),,caespitose (1); rhizomatous (1),,,,resprouts_non_fire_disturbance (2),rhizome (1),,,,,,,
Papaver somniferum,,1.08,,,,,,,,,,,,,,,,blue_purple (1); pink (1),,,,,annual (6),,herb (6),leaf (4),,,,,,,,,,,herbaceous (6),,,,,,,,,erect (1),,,,,,,,,,,,
Parietaria judaica,,0.42,,,,,,,,,,,,,,,,,,,,,perennial (7),,herb (7),leaf (4),,,,,,,,,,,herbaceous (6); woody (1); woody_base (1),,,,,,,,,erect (1); prostrate (1); spreading (1),,,,,,,,,,,,
Paspalidium criniforme,,0.48,,,,,,,,,,,,belowground_clonal (1),none (1),barochory (1); epizoochory (1),mammals (1),,nyyyyyynnnnn (1); yynnnnnnnnny (1); yyyynnnnyyyy (1),,,hemicryptophyte (1),perennial (2),non_nitrogen_fixer (1),graminoid (1); herb (1); tussock (3),leaf (1),abiotic (1); wind (1),,,resprouts (1),non_mycorrhizal (1),,persistent (1),,andromonoecious (1); hermaphrodite (1),not_vegetative (1); vegetative (1),herbaceous (2),,not_parasitic (1),absent (1),not_applicable (1),salinity_tolerance_undefined (1),not_applicable (1),not_applicable (1),,,,,,resprouts_non_fire_disturbance (1),,,,,,,,
Paspalidium distans,,0.73,,,,,,,,,,,,,none (3),anemochory (2); barochory (4); epizoochory (1),mammals (1); passive (1); wind (2),,nnyyyyyynnnn (1); yynnnnnnnnny (3),,,hemicryptophyte (3),perennial (3),non_nitrogen_fixer (1),graminoid (4); herb (2); tussock (5),leaf (1),abiotic (1); self (1); wind (4),,,resprouts (1),non_mycorrhizal (3),,persistent (1),,andromonoecious (1); hermaphrodite (3),not_vegetative (4),herbaceous (3),,not_parasitic (1),absent (1),not_applicable (1),salinity_tolerance_undefined (1),not_applicable (1),not_applicable (1),,rhizomatous (1),,,,resprouts_non_fire_disturbance (1),rhizome (1),,,,,,,
Paspalum dilatatum,,1.44,,,,,,,,,,,basal_buds (1),rhizome (1),none (1),anemochory (1); epizoochory (1); zoochory (1),wind (1),,yyyyynnnnnny (2),yyyyynnnnnny (1),,hemicryptophyte (1),perennial (8),,graminoid (7); herb (5); tussock (2),leaf (3),wind (1),,,resprouts (4),arbuscular_mycorrhizal (2),,,,hermaphrodite (2),not_vegetative (1); vegetative (1),herbaceous (6),,,,,,,,,caespitose (1); rhizomatous (4),,,,,rhizome (4),,terrestrial_dry (1),,,,,
Paspalum quadrifarium,,1.8,,,,,,,,,,,,,,,,white_cream (1),yyyyynnnyyyy (2),,,,perennial (3),,graminoid (2); herb (2); tussock (2),leaf (2),,,,resprouts (3),,,,,hermaphrodite (1),,herbaceous (3),,,,,,,,,caespitose (2); rhizomatous (1),,,,,rhizome (1),,,,,,,
Paspalum urvillei,,2.06,,,,,,,,,,,,,none (1),epizoochory (1),,,yynnnnnnnnny (2),yyyyynnnnnny (1),,hemicryptophyte (1),perennial (5),,graminoid (4); herb (4); tussock (2),leaf (2),wind (1),,,resprouts (3),non_mycorrhizal (1),,,,hermaphrodite (2),not_vegetative (1); vegetative (1),herbaceous (5),,,,,,,,,caespitose (1); erect (1); rhizomatous (2),,,,,rhizome (2),,,,,,,
Passiflora herbertiana,,,,,,,48,,,,,,,,fleshy_reward (1),endozoochory (3),vertebrates (1),yellow_orange (1),nnnnnnnnnyyy (1); nnnnnnnyyynn (1),ynnnnnyyyyyy (1),evergreen (1),,perennial (2),,climber (3); climber_herbaceous (5),leaf (2),,,,resprouts (2),,,,not_serotinous (1),hermaphrodite (1),,herbaceous (2),,,,,,,,,climbing (1),,,,,,,,,,,,
Pavonia hastata,,1.83,,,,,,,,,,,none (1),,,,,blue_purple (1),,,,,perennial (4),,shrub (5),leaf (3),,,,fire_killed (3),,,,,,not_vegetative (1),woody (4),,,,,,,,,spreading (2),,,,,,,,,,,,
Pellaea falcata,,1,,,,,,,,,,,rhizome (1),rhizome (1),,anemochory (5),wind (4),,,yyyyynnnyyyy (1),,hemicryptophyte (1),perennial (2),non_nitrogen_fixer (4),fern (7); tussock (1),leaf (3),abiotic (3),abiotic (1),,resprouts (5),non_mycorrhizal (1),,transient (4),,,vegetative (4),herbaceous (3),,not_parasitic (3),absent (3),less_than_1_month (3),glycophyte (3),days (3),less_than_1_month (3),,,,terrestrial (1),,resprouts_non_fire_disturbance (3),rhizome (3),,,,,,,
Persicaria decipiens,,0.71,,,,,,,,,,,,stolon (1),,endozoochory (1); epizoochory (2); zoochory (1),abiotic (1); animals (1); birds (2),,nyyyyyyyyyyy (1); yyyynnnnnnny (2); yyyyyynnnnny (1),yyyyynnnnnny (1); yyyyyynnnnny (1),evergreen (1),therophyte (1),annual (3); perennial (8),non_nitrogen_fixer (3),herb (14),leaf (4),insect (3),biotic_unspecialised (1),post_fire_recruitment (1),resprouts (3),arbuscular_mycorrhizal (1),,long_persistent (1); persistent (2),,hermaphrodite (2); monoecious (1),vegetative (4),herbaceous (6),,not_parasitic (2),absent (2),1-6_months (2); greater_than_6_months (2); less_than_1_month (2),halophyte_moderate (2),days (2),1-6_months (2); greater_than_6_months (2); less_than_1_month (2),,decumbent (4); erect (3); stoloniferous (1),herbaceous (1),aquatic (1); terrestrial (1),,resprouts_non_fire_disturbance (2),,,amphibious (1),,,,,
Persoonia laurina,35.24,1.3,,,,,,,,,,2,basal_buds (1),,,endozoochory (1),vertebrates (1),yellow_orange (1),ynnnnnnnnnyy (2),,evergreen (1),,perennial (5),,shrub (5),leaf (2),,,,resprouts (3),non_mycorrhizal (1),soil_seedbank (1),persistent (1),,hermaphrodite (1),,woody (3),,,,,,,,physiological_dormancy (1),decumbent (2); erect (2),woody (2),,,,,,,,,,,
Petrorhagia dubia,,0.53,,,,,,,,,,,,,,,,pink (1),nnnnnnnnynnn (1); nnnnnnnnyyyy (1); ynnnyyyyyyyy (1),,,,annual (8),non_nitrogen_fixer (1),herb (9),leaf (5),,,post_fire_recruitment (1),fire_killed (3),non_mycorrhizal (2),soil_seedbank (1),long_persistent (1),,,,herbaceous (8),,not_parasitic (1),absent (1),,,,,,erect (4),,,,,,,,,,,,
Philotheca buxifolia,,0.87,,,,,,,,,,,basal_buds (1); none (1),,,ballistic (3); myrmecochory (2),,,nnnnnnnyyyyn (1); nnnnnyyyyyyn (1),,,,perennial (3),,shrub (6),leaf (2),,,,fire_killed (1); partial_resprouting (1),,soil_seedbank (1),persistent (1),not_serotinous (1),hermaphrodite (1),,woody (3),,,,,,,,physiological_dormancy (1),,,,,,,,,,,,,
Philydrum lanuginosum,,1.27,,,,,,,61,,,,,rhizome (2),,barochory (1); epizoochory (1),birds (1),yellow_orange (2),nnyyyyyyynnn (1); yynnnnnnnyyy (1); yyyynnnnnnny (1),yyyyynnnnnny (1),evergreen (1),hydrophyte (1),perennial (6),non_nitrogen_fixer (3),herb (10),leaf (4),insect (1),,post_fire_recruitment (1),resprouts (2),arbuscular_mycorrhizal (2),,long_persistent (1); transient (1),,hermaphrodite (1),vegetative (1),herbaceous (6),,not_parasitic (1),absent (1),1-6_months (1); less_than_1_month (1),glycophyte (1),not_applicable (1),1-6_months (1); greater_than_6_months (1); less_than_1_month (1),,caespitose (1); floating (1); rhizomatous (1); tufted (1),,aquatic (4),,resprouts_non_fire_disturbance (1),rhizome (3); stem_tuber (1),,,,,,,
Phoenix canariensis,,13.34,,,,,,,,,,,,,,,,,,,,,perennial (3),,palmoid (3); tree (1),leaf (3),,,,resprouts (1),,,,,dioecious (2),,semi_woody (1); woody (2),broadleaf (1),,,,,,,,erect (1),,,,,,,,,,,,
Phragmites australis,,3.5,40.6,1,,,,,,,,,basal_buds (1); bud-bearing_root (2); rhizome (4),belowground_clonal (1); rhizome (1),hairs (1); none (1),anemochory (6); epizoochory (1); hydrochory (3); zoochory (3),abiotic (1); animals (1); wind (1),blue_purple (1); green (1); red_brown (2); white_cream (2),nnnnnnnnyyyn (2); nnnyyynnnnnn (1); yyyynnnnnnnn (1); yyyyynnnnnyy (1),nnyyynnnnnnn (1),,hemicryptophyte (3),perennial (12),non_nitrogen_fixer (2),graminoid (8); graminoid_not_tussock (1); herb (4); tussock (2),leaf (4),abiotic (1); self (1); wind (2),abiotic (1),post_fire_recruitment (1); post_fire_recruitment_absent (1),partial_resprouting (15); resprouts (11),arbuscular_mycorrhizal (2),,long_persistent (1); transient (1),,hermaphrodite (3); monoecious (1),vegetative (5),herbaceous (7),,not_parasitic (1),absent (1),1-6_months (1); greater_than_6_months (1); less_than_1_month (1),halophyte_moderate (1); hydrohalophyte (1),days (1),1-6_months (1); greater_than_6_months (1); less_than_1_month (1),,rhizomatous (6); stoloniferous (1),herbaceous (1),aquatic (2); semiaquatic (1),hydrohalophyte (1),resprouts_non_fire_disturbance (1),rhizome (3); rhizome_fleshy (1),,amphibious (1),,,,,
Phyllanthus tenellus,,0.67,,,,,,,,,,,,,,,,white_cream (1),nnnnnnnnnnny (1); nynnnnnnnnnn (1); yynnnnnnnnny (1); yyyyyynnnnnn (1),nnnyynnnnnnn (1),,,annual (3); perennial (3),,herb (4); shrub (2),leaf (1),,,,fire_killed (1),,,,,monoecious (1),,herbaceous (3); semi_woody (1),,,,,,,,,erect (1),,,,,,,,,,,,
Phyllanthus virgatus,,0.47,,,,,,,,,,,basal_stem_buds (4),,,endozoochory (1); hydrochory (1); zoochory (2),abiotic (1); animals (1); invertebrates (1); vertebrates (1); water (1),,nyyyyyyynnnn (1); yynnnnnnyyyy (2); yyyyyyyyyyyy (1),,,,perennial (3),non_nitrogen_fixer (1),herb (4); shrub (1); subshrub (4),leaf (2),insect (2),,post_fire_recruitment (1),fire_killed (1); resprouts (4),,soil_seedbank (1),persistent (2),,monoecious (2),not_vegetative (1),herbaceous (3); woody_base (1),,not_parasitic (1),absent (1),not_applicable (1),salinity_tolerance_undefined (1),not_applicable (1),not_applicable (1),,erect (3); prostrate (1); sprawling (1),,,,resprouts_non_fire_disturbance (1),,,,,,,,
Pimelea spicata,,0.5,,,,,,,,,,,bud-bearing_root (1),,,,,pink (1); white_cream (1),ynnnyyyyyyyy (2); yyyyynnnyyyy (1),yyyyynnnnnyy (1),evergreen (1),,perennial (2),,shrub (4),leaf (2),,,post_fire_recruitment (1),resprouts (1),,,,,hermaphrodite (1),,woody (3),,,,,,,,physiological_dormancy (1),decumbent (1); erect (1); prostrate (1),,,,,,,,,,,,
Pittosporum undulatum,,13.6,,,,,,,,,,,basal_buds (2); basal_stem_buds (3); bud-bearing_root (1); rhizome (1),,fleshy_reward (1),endozoochory (4); myrmecochory (1); zoochory (3),ants (1); birds (3); vertebrates (4),white_cream (1),nnnnnnnnynnn (1); nnnnnnnnyyyn (2); nnnnnnnyynnn (2); nnnnnnnyyynn (2),nnnnnyynnnnn (1); nnnynnnnnnnn (1); nyyyyyyynnnn (1),evergreen (3),phanerophyte (1),perennial (8),non_nitrogen_fixer (2),shrub (6); tree (20),leaf (4),insect (1),,post_fire_recruitment (1); post_fire_recruitment_absent (3),fire_killed (1); partial_resprouting (2); resprouts (4),,soil_seedbank (1),transient (2),not_serotinous (1),dioecious (1); trioecious (1),not_vegetative (3),woody (7),broadleaf (1),not_parasitic (1),absent (1),less_than_1_month (1),glycophyte (1),days (1),less_than_1_month (1),physiological_dormancy (1),,woody (1),,,,rhizome (1),,,,,,,
Plantago lanceolata,,0.5,,,,,,,,,,,basal_buds (1),,,anemochory (1); zoochory (1),,,yyyynnnnyyyy (1),,,,annual (6); biennial (6); perennial (5); short_lived_perennial (1),non_nitrogen_fixer (1),herb (14),leaf (8),,insect (1); wind (1),post_fire_recruitment_absent (1),fire_killed (1); resprouts (5),arbuscular_mycorrhizal (1),soil_seedbank (1),,,hermaphrodite (1),not_vegetative (1),herbaceous (10),,,,,,,,,rosette (3),,,,,,,terrestrial_dry (1),,,,,
Platysace lanceolata,,1.18,,,,,,,,,,,basal_buds (1); basal_stem_buds (1),non_clonal (1),,anemochory (1); barochory (1); myrmecochory (1); zoochory (3),abiotic (1); animals (1); ants (1); invertebrates (2); wind (1),white_cream (1),yynnnnnnnnny (1); yyynnnnnyyyy (2); yyyynnnnnnny (1); yyyynnnnnyyy (1),,,phanerophyte (1),perennial (2),non_nitrogen_fixer (3),shrub (8); subshrub (1),leaf (2),insect (3),biotic_unspecialised (1),post_fire_recruitment (1); post_fire_recruitment_absent (1),fire_killed (1); resprouts (7),arbuscular_mycorrhizal (1),soil_seedbank (2),persistent (3),,hermaphrodite (1),not_vegetative (2),woody (2),broadleaf (1),not_parasitic (2),absent (2),not_applicable (2),glycophyte (2),days (2); weeks (2),not_applicable (2),,erect (1); prostrate (1),,,,resprouts_non_fire_disturbance (2),,,,,,,,
Plectranthus parviflorus,,0.58,,,,,,,,,,,none (1),,,zoochory (1),invertebrates (1),blue_purple (1),nnnnnnnnnnnn (1); nnnnnnnnnyyy (1); yyynnnnyyyyy (1); yyyyyyyyyyyy (2),yyyynnnnnnny (1),,,perennial (3),non_nitrogen_fixer (1),herb (3); shrub (5),leaf (2),insect (1),,,fire_killed (5),,soil_seedbank (1),persistent (1); transient (1),,hermaphrodite (1),not_vegetative (1),woody (3),,not_parasitic (1),absent (1),not_applicable (1),glycophyte (1),not_applicable (1),not_applicable (1),physiological_dormancy (2),prostrate (1),woody (1),,,,stem_tuber (2),,,,,,,
Poa annua,,0.25,,,,,,,,,,,,,bracts_and_glumes (1); none (1),anemochory (1),,,nnnnnnnnyyyn (1); nnnnnyyyyyyn (1),,,therophyte (1),annual (8); perennial (2),non_nitrogen_fixer (1),graminoid (7); herb (5); tussock (3),leaf (4),wind (1),,,fire_killed (4),arbuscular_mycorrhizal (2),soil_seedbank (1),,,hermaphrodite (1),not_vegetative (1),herbaceous (7),,,,,,,,,caespitose (2),,,,,,,,,,,,
Poa sieberiana,,0.75,,0.67,,,,,,,,,basal_buds (1); bud-bearing_root (1),rhizome (2),none (1),anemochory (2); barochory (2); epizoochory (1); undefined (1),mammals (1); wind (1),blue_purple (1); green (1),nnnnnnnnnnnn (1); yyynnnnnnyyy (1),,,hemicryptophyte (4),perennial (9),non_nitrogen_fixer (3),graminoid (3); herb (2); tussock (5),leaf (3),abiotic (1); self (1); wind (1),abiotic (1),post_fire_recruitment_absent (1),partial_resprouting (17); resprouts (4),non_mycorrhizal (2),soil_seedbank_absent (1),transient (1),,hermaphrodite (2); monoecious (1),not_vegetative (3); vegetative (1),herbaceous (4),,not_parasitic (1),absent (1),not_applicable (1),glycophyte (1),days (1); months (1); weeks (1),not_applicable (1),,caespitose (2); erect (1); rhizomatous (1); stoloniferous (2); tufted (1),herbaceous (1),,,,rhizome (1),,,,,,,
